2023-08-21 16:24:03 844:  產品啟動序號錯誤，請提供硬體編碼 = [wG5JtG1COuRfe6jWWnv7ZA==] 對應之啟動序號
2023-08-21 16:26:01 283:  產品啟動序號驗證成功
2023-08-21 16:26:01 283:  Username: x1c-13th
2023-08-21 16:26:01 284:  Email : steven@rotasun.com
2023-08-21 16:53:51 325:  admin,進行欄杆機的控制操作
2023-08-21 16:53:55 984:  admin,進行欄杆機的控制操作
2023-08-21 16:56:50 559:  admin,進行欄杆機的控制操作
2023-08-21 16:56:53 940:  admin,進行欄杆機的控制操作
2023-08-21 16:56:58 154:  admin,進行欄杆機的控制操作
2023-08-21 16:57:09 059:  admin,進行欄杆機的控制操作
2023-08-21 16:57:13 885:  admin,進行欄杆機的控制操作
2023-08-21 16:57:18 429:  admin,進行欄杆機的控制操作
2023-08-21 16:58:53 514:  admin,進行欄杆機的控制操作
2023-08-21 17:00:31 880:  admin,進行欄杆機的控制操作
2023-08-21 17:00:57 568:  產品啟動序號驗證成功
2023-08-21 17:00:57 569:  Username: x1c-13th
2023-08-21 17:00:57 569:  Email : steven@rotasun.com
2023-08-21 17:04:38 445:  admin,進行欄杆機的控制操作
2023-08-21 17:04:41 488:  admin,進行欄杆機的控制操作
2023-08-21 17:06:03 829:  admin,進行欄杆機的控制操作
2023-08-21 17:20:00 449:  admin,進行欄杆機的控制操作
2023-08-21 17:25:08 846:  admin,進行欄杆機的控制操作
2023-08-21 17:25:11 658:  admin,進行欄杆機的控制操作
2023-08-21 17:25:14 798:  admin,進行欄杆機的控制操作
2023-08-21 17:25:51 919:  admin,進行欄杆機的控制操作
2023-08-21 17:26:08 926:  admin,進行欄杆機的控制操作
2023-08-21 17:26:13 352:  admin,進行欄杆機的控制操作
2023-08-21 17:26:13 361:  車位鎖控制操作，編號：1,執行動作： UP
2023-08-21 17:26:19 744:  admin,進行欄杆機的控制操作
2023-08-21 17:32:46 494:  產品啟動序號驗證成功
2023-08-21 17:32:46 494:  Username: x1c-13th
2023-08-21 17:32:46 495:  Email : steven@rotasun.com
2023-08-21 17:33:36 357:  admin,進行欄杆機的控制操作
2023-08-21 17:33:36 361:  deviceID = 0
2023-08-21 17:41:46 585:  產品啟動序號驗證成功
2023-08-21 17:41:46 585:  Username: x1c-13th
2023-08-21 17:41:46 586:  Email : steven@rotasun.com
2023-08-21 17:50:54 587:  admin,進行欄杆機的控制操作
2023-08-21 17:50:54 588:  deviceID = 0
2023-08-21 17:50:54 590:  serialNumber = 
2023-08-21 19:48:07 497:  產品啟動序號驗證成功
2023-08-21 19:48:07 497:  Username: x1c-13th
2023-08-21 19:48:07 498:  Email : steven@rotasun.com
2023-08-21 19:56:07 150:  產品啟動序號驗證成功
2023-08-21 19:56:07 150:  Username: x1c-13th
2023-08-21 19:56:07 152:  Email : steven@rotasun.com
2023-08-21 20:01:06 690:  產品啟動序號驗證成功
2023-08-21 20:01:06 690:  Username: x1c-13th
2023-08-21 20:01:06 690:  Email : steven@rotasun.com
2023-08-21 21:21:55 300:  產品啟動序號驗證成功
2023-08-21 21:21:55 300:  Username: x1c-13th
2023-08-21 21:21:55 300:  Email : steven@rotasun.com
2023-08-21 21:55:28 681:  產品啟動序號驗證成功
2023-08-21 21:55:28 681:  Username: x1c-13th
2023-08-21 21:55:28 681:  Email : steven@rotasun.com
2023-08-21 22:00:22 099:  產品啟動序號驗證成功
2023-08-21 22:00:22 099:  Username: x1c-13th
2023-08-21 22:00:22 099:  Email : steven@rotasun.com
